index,source,translation,score
529,Write a Rust program for creating a simple online chatroom.,Tulis program karat untuk membuat ruang sembang dalam talian yang mudah.,-0.33405622839927673
530,Create a syntax tree from a given Java expression.,Buat pokok sintaks dari ekspresi Java yang diberikan.,-0.3675302565097809
531,Create a web scraper to extract the list of news headlines from Wikipedia.,Buat pengikis web untuk mengekstrak senarai berita utama dari Wikipedia.,-0.08829587697982788
532,Generate code to randomize the items in an array.,Menjana kod untuk merawak item dalam array.,-0.21064172685146332
533,Calculate the length of the longest consecutive sequence in an array.,Kirakan panjang urutan terpanjang berturut -turut dalam array.,0.14458231627941132
534,Generate a SQL query to retrieve all records from a table called 'books' with a column called 'title...,Menjana pertanyaan SQL untuk mengambil semua rekod dari jadual yang dipanggil 'Buku' dengan lajur ya...,-0.4692261815071106
535,Develop a Java program to count the number of substrings with exactly k distinct characters in a giv...,Membangunkan program Java untuk mengira bilangan substrings dengan watak -watak yang berbeza dalam r...,-0.5082080960273743
536,Calculate the power set of a given array,Kirakan set kuasa dari array yang diberikan,-0.4563765823841095
537,Create a function to flatten an array of nested arrays.,Buat fungsi untuk meratakan pelbagai tatasusunan bersarang.,-0.8646487593650818
538,Create a function in JavaScript to filter an array of strings.,Buat fungsi dalam JavaScript untuk menapis pelbagai rentetan.,-0.050253916531801224
539,Create an algorithm to identify and remove duplicate characters from a string.,Buat algoritma untuk mengenal pasti dan mengeluarkan aksara pendua dari rentetan.,0.10959121584892273
540,Create a type-ahead search algorithm to suggest possible matching words in a given list of words.,Buat algoritma carian jenis ke hadapan untuk mencadangkan kemungkinan perkataan yang sepadan dalam s...,-0.23874440789222717
541,Generate a random username of maximum 8 characters.,Menjana nama pengguna rawak maksimum 8 aksara.,0.5001062154769897
542,Generate a correct dictionary comprehension expression to get all keys and values from a dictionary ...,Menjana ungkapan pemahaman kamus yang betul untuk mendapatkan semua kunci dan nilai dari kamus d,-0.45486709475517273
543,Create a method to convert a given string from one case to the other,Buat kaedah untuk menukar rentetan yang diberikan dari satu kes ke yang lain,0.1556062251329422
544,Generate a random password that meets a given set of criteria.,Menghasilkan kata laluan rawak yang memenuhi satu set kriteria yang diberikan.,0.16428449749946594
545,Create a program to rotate a given linked list by k nodes.,Buat program untuk memutar senarai yang dipautkan oleh K nod.,-0.6002422571182251
546,Create a class that can generate random passwords of a given length.,Buat kelas yang boleh menghasilkan kata laluan rawak panjang yang diberikan.,-0.4485878050327301
547,Develop a code that shuffles a given list of strings.,Membangunkan kod yang mengikat senarai rentetan yang diberikan.,-0.4330295920372009
548,Design a neural network,Merancang rangkaian saraf,-0.2621915638446808
549,Modify the following Django view to update an object.,Ubah suai pandangan Django berikut untuk mengemas kini objek.,-0.24874868988990784
550,Suggest a way to randomly shuffle a given list of numbers,Cadangkan cara untuk mengosongkan senarai nombor secara rawak,0.1125556081533432
551,Implement a code which can sort a list of given strings.,Melaksanakan kod yang boleh menyusun senarai rentetan yang diberikan.,-0.4079035818576813
552,Generate a random password of length 8 with symbols and numbers.,Menjana kata laluan rawak panjang 8 dengan simbol dan nombor.,0.16257813572883606
553,Create an algorithm that sorts an array using the Bubble sort method.,Buat algoritma yang menyusun pelbagai menggunakan kaedah jenis gelembung.,-0.46470269560813904
554,Create a JavaScript function that takes an array of numbers and returns an array of the numbers sort...,Buat fungsi JavaScript yang mengambil pelbagai nombor dan mengembalikan pelbagai nombor yang disusun...,-0.0023422837257385254
555,Generate a random alphanumeric string of length 8 in JavaScript.,Menjana rentetan panjang alfanumerik rawak 8 dalam JavaScript.,0.09848427772521973
556,Generate a valid SQL script to create a table for the following situation,Menjana skrip SQL yang sah untuk membuat jadual untuk keadaan berikut,-0.21319259703159332
557,Create a function that converts a given string to a URL-friendly slug.,Buat fungsi yang menukarkan rentetan yang diberikan kepada slug mesra url.,-0.735138475894928
558,Write a Bash Script to print multiplication tables of a given number.,Tulis skrip bash untuk mencetak jadual pendaraban nombor tertentu.,-0.7420716285705566
559,Edit an HTML table structure to split a table into two columns,Edit struktur jadual HTML untuk memecah jadual menjadi dua lajur,0.2819671928882599
560,Remove special characters from a given string.,Keluarkan aksara khas dari rentetan yang diberikan.,-0.20022734999656677
561,Create a function in Python to convert a list of strings to a single long string,Buat fungsi dalam python untuk menukar senarai rentetan ke satu rentetan panjang,-0.22812628746032715
562,Generate a structure of a class object in C programming that describes a student information.,Menjana struktur objek kelas dalam pengaturcaraan C yang menggambarkan maklumat pelajar.,0.10751040279865265
563,Access the fourth element of the following list.,Akses elemen keempat senarai berikut.,0.06808005273342133
564,Create a series of MySQL commands to update the value of the total_value field in the products table...,Buat satu siri arahan MySQL untuk mengemas kini nilai medan total_value dalam jadual produk kepada j...,-0.1785314381122589
565,Edit the given program to catch any error raised during execution,Edit program yang diberikan untuk menangkap sebarang kesilapan yang dibangkitkan semasa pelaksanaan,0.09670813381671906
566,Convert a negative integer to its binary representation.,Tukar integer negatif kepada perwakilan binari.,-1.0531901121139526
567,Construct a class that inherits properties from both a parent and grand-parent class.,Membina kelas yang mewarisi sifat dari kelas ibu bapa dan ibu bapa.,-0.3722526729106903
568,Modify the provided C++ code to only print out numbers that are divisible by 3,Ubah suai kod C ++ yang disediakan untuk hanya mencetak nombor yang boleh dibahagikan dengan 3,0.12723152339458466
569,Write a php program to search for a string in an array of strings.,Tulis program PHP untuk mencari rentetan dalam pelbagai rentetan.,-0.20353683829307556
570,Write an SQL query to calculate the 25th percentile for the past 7 days in a column with values date...,Tulis pertanyaan SQL untuk mengira persentil ke -25 selama 7 hari yang lalu dalam lajur dengan tarik...,-0.3640654981136322
571,Generate SQL code to create a normalized database table for a given dataset.,Menjana kod SQL untuk membuat jadual pangkalan data yang dinormalisasi untuk dataset yang diberikan.,0.08747869729995728
572,Create a loop in Python that sums to a given number.,Buat gelung di Python yang merangkumi nombor tertentu.,-0.6535924077033997
573,Write a regular expression to match a valid email address.,Tulis ungkapan biasa untuk memadankan alamat e -mel yang sah.,-0.025610070675611496
574,"Given an array of integers, classify the elements of the array into even or odd.","Memandangkan pelbagai integer, mengklasifikasikan unsur -unsur array ke dalam atau ganjil.",-0.8137994408607483
575,What are the key points of using object-oriented programming in web development?,Apakah perkara utama menggunakan pengaturcaraan berorientasikan objek dalam pembangunan web?,0.3762553036212921
576,Generate a random password string of length 10,Menjana rentetan kata laluan rawak panjang 10,-0.4884708821773529
577,Generate a random password between 8 and 16 characters long.,Menghasilkan kata laluan rawak antara 8 dan 16 aksara panjang.,0.1316826343536377
578,Suggest an algorithm to find the most frequently occurring element in an array,Cadangkan algoritma untuk mencari elemen yang paling kerap berlaku dalam pelbagai,-0.10290996730327606
579,Construct a JavaScript closure returning the number of times it is called.,Bina penutupan JavaScript yang mengembalikan bilangan kali ia dipanggil.,-0.663892924785614
580,Create a function that prints a boundary of asterisks and dashes,Buat fungsi yang mencetak sempadan asterisk dan sengkang,-0.7165202498435974
581,Create a function to convert a string to a list,Buat fungsi untuk menukar rentetan ke senarai,-0.623921275138855
582,Implement a stack class in Python.,Melaksanakan kelas timbunan di Python.,-0.6784349083900452
583,Write a code that uses string functions to convert a given string to uppercase.,Tulis kod yang menggunakan fungsi rentetan untuk menukar rentetan yang diberikan kepada huruf besar.,-0.1522960364818573
584,"Generate a random password with a length of 16 characters consisting of lowercase letters, uppercase...","Menjana kata laluan rawak dengan panjang 16 aksara yang terdiri daripada huruf kecil, huruf besar, n...",0.4065254032611847
585,Convert a given tree into its vertical sum.,Tukar pokok yang diberikan ke dalam jumlah menegaknya.,-0.7328603863716125
586,Write a for loop to print each of the given list elements other than the last one,Tulis A untuk Loop untuk mencetak setiap elemen senarai yang diberikan selain yang terakhir,-0.45400214195251465
587,Construct an algorithm that implements a depth-first search tree traversal.,Membina algoritma yang melaksanakan traversal pokok carian yang mendalam.,-0.45829758048057556
588,Create a SQL query for calculating the median of a column of numerical entries.,Buat pertanyaan SQL untuk mengira median lajur entri berangka.,-0.20860892534255981
589,Create a function to convert a given string of Base 64 to its corresponding decimal value.,Buat fungsi untuk menukar rentetan asas 64 kepada nilai perpuluhan yang sepadan.,-0.5848110318183899
590,Generate a Java program that searches an array of strings for a given string.,Menjana program Java yang mencari pelbagai rentetan untuk rentetan yang diberikan.,-0.5375372767448425
591,Create an algorithm to identify the duplication of elements in an array of integers.,Buat algoritma untuk mengenal pasti duplikasi unsur -unsur dalam pelbagai bilangan bulat.,-0.03699491545557976
